1701369961,6,3,2,1,10.0.255.254
1701370021,6,3,2,1,10.0.255.254
1701370081,6,3,2,1,10.0.255.254
1701370141,6,3,2,1,10.1.255.254
1701370201,6,2,3,1,10.1.255.254
1701370261,6,2,3,1,10.1.255.254
1701370321,6,2,3,1,10.0.255.254
1701370381,6,2,3,1,
1701370441,6,2,3,1,10.0.255.254
1701370501,5,2,2,1,10.1.255.254
1701370561,5,2,2,1,10.1.255.254
1701370622,5,2,2,1,10.1.255.254
1701370681,5,1,3,1,10.2.255.254
1701370741,5,1,3,1,10.0.255.254
1701370801,5,1,3,1,10.1.255.254
1701370862,5,1,3,1,10.1.255.254
1701370921,5,1,3,1,10.0.255.254
1701370981,5,2,2,1,10.0.255.254
1701371041,5,2,2,1,10.0.255.254
1701371101,5,3,1,1,
1701371161,5,3,1,1,10.2.255.254
1701371221,5,3,1,1,10.1.255.254
1701371281,5,3,1,1,10.1.255.254
1701371344,5,2,2,1,10.1.255.254
1701371401,5,2,2,1,10.0.255.254
1701371461,5,2,2,1,10.0.255.254
1701371521,5,2,2,1,10.0.255.254
1701371581,5,2,2,1,10.0.255.254
1701371641,5,2,2,1,10.2.255.254
1701371701,5,2,2,1,10.2.255.254
1701371761,5,2,2,1,
1701371822,5,2,2,1,
1701371881,5,2,2,1,10.2.255.254
1701371941,5,2,2,1,10.0.255.254
1701372001,5,2,2,1,10.2.255.254
1701372061,5,2,2,1,10.2.255.254
1701372121,5,2,2,1,10.2.255.254
1701372181,5,2,2,1,10.0.255.254
1701372241,5,2,2,1,10.0.255.254
1701372302,5,2,2,1,10.1.255.254
1701372361,5,2,2,1,10.1.255.254
1701372421,5,1,3,1,10.0.255.254
1701372481,5,1,3,1,
1701372541,5,1,3,1,10.0.255.254
1701372601,5,2,2,1,10.0.255.254
1701372661,5,2,2,1,10.1.255.254
1701372721,5,2,2,1,10.0.255.254
1701372781,5,2,2,1,10.0.255.254
1701372841,5,2,2,1,10.1.255.254
1701372901,5,2,2,1,10.1.255.254
1701372961,5,2,2,1,10.1.255.254
1701373021,5,1,3,1,10.1.255.254
1701373081,5,1,3,1,10.1.255.254
1701373142,5,2,2,1,
1701373201,5,2,2,1,10.0.255.254
1701373261,5,2,2,1,10.0.255.254
1701373321,5,2,2,1,10.2.255.254
1701373381,5,2,2,1,10.0.255.254
1701373441,5,1,3,1,10.0.255.254
1701373501,5,1,3,1,10.0.255.254
1701373561,5,1,3,1,10.0.255.254
1701373621,5,1,3,1,10.0.255.254
1701373681,5,1,3,1,10.0.255.254
1701373741,5,1,3,1,10.0.255.254
1701373801,5,1,3,1,10.0.255.254
1701373861,5,1,3,1,
1701373921,5,1,3,1,
1701373981,5,1,3,1,10.0.255.254
1701374041,5,1,3,1,10.2.255.254
1701374101,5,2,2,1,10.1.255.254
1701374161,5,1,3,1,10.0.255.254
1701374221,5,1,3,1,10.0.255.254
1701374281,5,1,3,1,10.0.255.254
1701374342,5,1,3,1,10.1.255.254
1701374401,5,1,3,1,10.1.255.254
1701374461,5,1,3,1,10.0.255.254
1701374521,5,1,3,1,
1701374582,5,1,3,1,
1701374641,5,1,3,1,10.0.255.254
1701374701,5,1,3,1,10.0.255.254
1701374761,5,1,3,1,10.0.255.254
1701374821,5,2,2,1,10.2.255.254
1701374881,5,2,2,1,10.2.255.254
1701374941,5,2,2,1,10.0.255.254
1701375001,5,2,2,1,10.0.255.254
1701375061,5,2,2,1,10.1.255.254
1701375121,5,2,2,1,10.2.255.254
1701375181,5,2,2,1,10.1.255.254
1701375241,5,2,2,1,
1701375301,5,2,2,1,10.0.255.254
1701375361,5,2,2,1,10.0.255.254
1701375421,5,3,1,1,10.1.255.254
1701375481,5,3,1,1,10.2.255.254
1701375541,5,2,2,1,10.2.255.254
1701375601,5,2,2,1,10.0.255.254
1701375661,5,2,2,1,10.0.255.254
1701375721,5,2,2,1,10.0.255.254
1701375781,5,2,2,1,10.0.255.254
1701375841,5,2,2,1,10.0.255.254
1701375901,5,2,2,1,
1701375962,5,2,2,1,10.0.255.254
1701376021,5,2,2,1,10.0.255.254
1701376081,5,1,3,1,10.1.255.254
1701376141,5,1,3,1,10.2.255.254
1701376201,5,1,3,1,10.0.255.254
1701376261,5,2,2,1,10.2.255.254
1701376321,5,2,2,1,10.0.255.254
1701376381,5,2,2,1,10.2.255.254
1701376441,5,2,2,1,10.1.255.254
1701376501,5,2,2,1,10.0.255.254
1701376561,5,2,2,1,10.0.255.254
1701376621,5,2,2,1,
1701376681,5,2,2,1,10.1.255.254
1701376741,5,2,2,1,10.2.255.254
1701376801,5,3,1,1,10.1.255.254
1701376861,5,3,1,1,10.0.255.254
1701376921,5,3,1,1,10.1.255.254
1701376981,5,3,1,1,10.0.255.254
1701377041,5,3,1,1,10.0.255.254
1701377101,5,3,1,1,10.0.255.254
1701377161,5,3,1,1,10.0.255.254
1701377221,5,3,1,1,10.0.255.254
1701377282,5,3,1,1,
1701377341,5,3,1,1,
1701377401,5,3,1,1,10.0.255.254
1701377461,5,3,1,1,10.1.255.254
1701377521,5,3,1,1,10.0.255.254
1701377581,5,3,1,1,10.0.255.254
1701377641,5,3,1,1,10.2.255.254
1701377701,5,2,2,1,10.0.255.254
1701377761,5,2,2,1,10.2.255.254
1701377821,5,2,2,1,10.0.255.254
1701377881,5,2,2,1,10.1.255.254
1701377941,5,2,2,1,10.0.255.254
1701378002,5,2,2,1,
1701378061,5,2,2,1,
1701378121,5,2,2,1,
1701378181,5,2,2,1,10.1.255.254
1701378241,5,2,2,1,10.1.255.254
1701378301,5,1,3,1,10.0.255.254
1701378361,5,1,3,1,10.0.255.254
1701378421,5,1,3,1,10.0.255.254
1701378481,5,1,3,1,10.0.255.254
1701378541,5,1,3,1,10.0.255.254
1701378601,5,1,3,1,10.0.255.254
1701378661,5,1,3,1,
1701378721,5,1,3,1,
1701378781,5,2,2,1,
1701378841,5,2,2,1,10.0.255.254
1701378901,5,2,2,1,10.2.255.254
1701378961,5,2,2,1,10.0.255.254
1701379021,5,1,3,1,10.0.255.254
1701379081,5,2,2,1,10.0.255.254
1701379141,5,2,2,1,10.2.255.254
1701379201,5,2,2,1,10.0.255.254
1701379261,5,2,2,1,10.1.255.254
1701379321,5,2,2,1,10.2.255.254
1701379381,5,2,2,1,
1701379441,5,2,2,1,10.0.255.254
1701379501,5,2,2,1,10.0.255.254
1701379562,5,2,2,1,10.0.255.254
